mobygames_id	en_wikipedia_id
guerrilla-war	Guerrilla_War_(video_game)
guild-of-thieves	The_Guild_of_Thieves
gunforce	GunForce
gunfright	Gunfright
gunship	Gunship_(video_game)
guwange	Guwange
gyrodine	Gyrodine
gyroscope	Gyroscope_(video_game)
gyruss	Gyruss
hacker-ii-the-doomsday-papers	Hacker_II:_The_Doomsday_Papers
hacker	Hacker_(video_game)
hades-nebula	Hades_Nebula
halley-project-a-mission-in-our-solar-system	The_Halley_Project
halls-of-the-things	Halls_of_the_Things
hammerfist	Hammerfist
hammerin-harry	Hammerin%27_Harry
hang-on	Hang-On
hans-kloss	Hans_Kloss_(video_game)
hard-drivin	Hard_Drivin'
hard-drivin	Hard_Drivin%27
hard-hat-mack	Hard_Hat_Mack
hard-head	Hard_Head
hardball	HardBall!
harrier-attack	Harrier_Attack
hate-hostile-all-terrain-encounter	H.A.T.E.:_Hostile_All-Terrain_Encounter
hatris	Hatris
head-over-heels	Head_over_Heels_(video_game)
heart-of-africa	Heart_of_Africa
heartland	Heartland_(video_game)
heartlight	Heartlight_(video_game)
heavy-on-the-magick	Heavy_on_the_Magick
heavy-unit	Heavy_Unit
heberekes-popoon	Hebereke%27s_Popoon
heiankyo-alien	Heiankyo_Alien
hercules	Hercules_(1984_video_game)
hero-of-the-golden-talisman	Hero_of_the_Golden_Talisman
hero	H.E.R.O.
heroes-of-karn	The_Heroes_Of_Karn
heroes-of-the-lance	Advanced_Dungeons_%26_Dragons:_Heroes_of_the_Lance
heroquest	HeroQuest_(video_game)
hesgames	Hes_Games
hi-res-adventure-2-the-wizard-and-the-princess	Wizard_and_the_Princess
hi-res-adventure-4-ulysses-and-the-golden-fleece	Ulysses_and_the_Golden_Fleece
highlander	Highlander_(video_game)
highnoon	High_Noon_(video_game)
highway-encounter	Highway_Encounter
hillsfar	Hillsfar
hitchhikers-guide-to-the-galaxy	The_Hitchhiker%27s_Guide_to_the_Galaxy_(video_game)
hkm	Human_Killing_Machine
hobbit	The_Hobbit_(1982_video_game)
hollywood-hijinx	Hollywood_Hijinx
hollywood-or-bust	Hollywood_or_Bust_(video_game)
hook___	Hook_(video_game)
hoppin-mad	Hoppin'_Mad
hoppin-mad	Hoppin%27_Mad
hopping-mappy	Hopping_Mappy
hostage-rescue-mission	Hostages_(video_game)
hot-rod	Hot_Rod_(video_game)
hot-wheels	Hot_Wheels_(video_game)
hotshot	HotShot_(video_game)
hover-bovver	Hover_Bovver
how-to-be-a-complete-bastard	How_to_Be_a_Complete_Bastard
howard-the-duck	Howard_the_Duck_(video_game)
hudson-hawk	Hudson_Hawk_(video_game)
hulk	Questprobe
hunchback	Hunchback_(video_game)
hundra	Hundra_(video_game)
hungry-horace	Horace_series
hunt-for-red-october	The_Hunt_for_Red_October_(1987_video_game)
hunter-patrol	Hunter_Patrol
hydra	Hydra_(video_game)
hydrofool	Hydrofool
hypaball	Hypaball
hyper-duel	Hyper_Duel
hyper-sports	Hyper_Sports
i-ball	I,_Ball
ian-flemings-james-bond-007-in-live-and-let-die-the-computer-gam	Live_and_Let_Die_(video_game)
ikari-warriors-ii-victory-road	Victory_Road_(video_game)
ikari-warriors	Ikari_Warriors
ikki	Ikki_(video_game)
imagefight	Image_Fight
imhotep	Imhotep_(video_game)
impossamole	Impossamole
impossible-mission-ii	Impossible_Mission_II
impossible-mission	Impossible_Mission
in-search-of-the-most-amazing-thing	In_Search_of_the_Most_Amazing_Thing
in-the-hunt	In_the_Hunt
incredible-shrinking-fireman	The_Incredible_Shrinking_Fireman
incredible-shrinking-sphere	Incredible_Shrinking_Sphere
indiana-jones-and-the-last-crusade-the-action-game	Indiana_Jones_and_the_Last_Crusade:_The_Action_Game
indiana-jones-and-the-temple-of-doom	Indiana_Jones_and_the_Temple_of_Doom_(1985_video_game)
indiana-jones-in-the-lost-kingdom	Indiana_Jones_in_the_Lost_Kingdom
infernal-runner	Infernal_Runner
infidel	Infidel_(video_game)
infiltrator	Infiltrator_(video_game)
ingrids-back	Ingrid's_Back
insector-x	Insector_X
inspector-gadget-and-the-circus-of-fear	Inspector_Gadget_and_the_Circus_of_Fear
institute	The_Institute_(video_game)
into-the-eagles-nest	Into_the_Eagle's_Nest
into-the-eagles-nest	Into_the_Eagle%27s_Nest
invaders-of-the-lost-tomb	Scarabaeus_(video_game)
invasion-of-the-body-snatchas	Invasion_of_the_Body_Snatchas!
iron-lord	Iron_Lord
ivan-ironman-stewarts-super-off-road	Super_Off_Road
iwo-jima	Iwo_Jima_(video_game)
jack-the-nipper-ii-in-coconut-capers	Jack_the_Nipper_II:_In_Coconut_Capers
jack-the-nipper	Jack_the_Nipper
jack-the-ripper_	Jack_the_Ripper_(1987_video_game)
james-bond-007_	James_Bond_007_(1983_video_game)
james-bond-007-in-the-living-daylights-the-computer-game	The_Living_Daylights_(video_game)
james-herberts-the-rats	The_Rats_(video_game)
jasons-gem	Jason's_Gem
jeff-waynes-video-game-version-of-the-war-of-the-worlds	The_War_of_the_Worlds_(1984_video_game)
jet-boot-jack	Jet-Boot_Jack
jet-set-willy-ii-the-final-frontier	Jet_Set_Willy_II
jet-set-willy	Jet_Set_Willy
jet-story	Jet-Story
jet	Jet_(video_game)
jetpac	Jetpac
jewels-of-darkness	Jewels_of_Darkness
jimmy-connors-pro-tennis-tour	Jimmy_Connors_Pro_Tennis_Tour
jinxter	Jinxter
jocky-wilsons-darts-challenge	Jocky_Wilson's_Darts_Challenge
jocky-wilsons-darts-challenge	Jocky_Wilson%27s_Darts_Challenge
joe-blade	Joe_Blade
john-andersons-rally-speedway	Rally_Speedway
john-elways-quarterback	John_Elway%27s_Quarterback
john-madden-football	John_Madden_Football_(1988_video_game)
journey-to-the-planets	Journey_to_the_Planets
joust-2-survival-of-the-fittest	Joust_2:_Survival_of_the_Fittest
joust	Joust_(video_game)
jr-pac-man	Jr._Pac-Man
jrr-tolkiens-war-in-middle-earth_	War_in_Middle_Earth
jumping-jack	Jumping_Jack_(video_game)
jumpman	Jumpman_(video_game)
jungle-hunt	Jungle_Hunt
juno-first	Juno_First
k-razy-shoot-out	K-Razy_Shoot-Out
kaboom	Kaboom!_(video_game)
kaiser	Kaiser_(video_game)
kaitei-takara-sagashi	Kaitei_Takara_Sagashi
kane	Kane_(video_game)
kangaroo	Kangaroo_(video_game)
karate-champ	Karate_Champ
Karateka_	Karateka_(video_game)
karateka	Karateka_(video_game)
keith-van-erons-pro-soccer	Microprose_Soccer
kennedy-approach	Kennedy_Approach
kenny-dalglish-soccer-manager	Kenny_Dalglish_Soccer_Manager
kenny-dalglish-soccer-match	Kenny_Dalglish_Soccer_Match
kentilla	Kentilla
keys-to-maramon	The_Keys_to_Maramon
keystone-kapers	Keystone_Kapers
kick-off	Kick_Off_(series)
kids-on-keys	Kids_on_Keys
kikstart-2	Kikstart_2
king-of-dragons	The_King_of_Dragons
king-of-fighters-2000	The_King_of_Fighters_2000
king-of-fighters-2001	The_King_of_Fighters_2001
king-of-fighters-94	The_King_of_Fighters_%2794
king-of-fighters-95	The_King_of_Fighters_%2795
king-of-fighters-96	The_King_of_Fighters_%2796
king-of-fighters-97	The_King_of_Fighters_%2797
king-of-the-monsters-2-the-next-thing	King_of_the_Monsters#King_of_the_Monsters_2
king-of-the-monsters	King_of_the_Monsters
kingdom-grandprix	Kingdom_Grand_Prix
kings-of-the-beach	Kings_of_the_Beach
kirel	Kirel
kizuna-encounter-super-tag-battle	Kizuna_Encounter
klax	Klax_(video_game)
knight-force	Knight_Force
knight-lore	Knight_Lore
knight-orc	Knight_Orc
knight-tyme	Knight_Tyme
knightmare_	Knightmare_(1987_video_game)
knights-of-legend	Knights_of_Legend
knights-of-the-desert	Knights_of_the_Desert
knights-of-the-round	Knights_of_the_Round_(video_game)
knot-in-3d	Knot_in_3D
knuckle-heads	Knuckle_Heads
kobyashi-naru	Kobyashi_Naru
kokotoni-wilf	Kokotoni_Wilf
kong-strikes-back	Kong_Strikes_Back!
koronis-rift	Koronis_Rift
krakout	Krakout
krystals-of-zong	Crystals_of_Zong
kung-fu-master	Kung-Fu_Master_(video_game)
kung-fu-the-way-of-the-exploding-fist	The_Way_of_the_Exploding_Fist
kwik-snax	Kwik_Snax
la-abada-del-crimen	La_Abad%C3%ADa_del_Crimen
labyrinth	Labyrinth:_The_Computer_Game
lady-bug	Lady_Bug_(video_game)
lamborghini-american-challenge	Lamborghini_American_Challenge
lancelot	Lancelot_(video_game)
laser-chess_	Laser_Chess
laser-hawk	Laser_Hawk
laser-squad	Laser_Squad
last-blade-2	The_Last_Blade_2
last-blade	The_Last_Blade
last-duel-inter-planet-war-2012	Last_Duel_(video_game)
last-mission_	Last_Mission_(video_game)
last-mission	The_Last_Mission_(video_game)
last-ninja-2-back-with-a-vengeance	Last_Ninja_2
last-ninja	The_Last_Ninja
last-resort	Last_Resort_(video_game)
last-v8	The_Last_V8
law-of-the-west	Law_of_the_West
lazy-jones	Lazy_Jones
leader-board	Leader_Board
learning-with-leeper	Learning_with_Leeper
leather-goddesses-of-phobos	Leather_Goddesses_of_Phobos
legacy-of-the-ancients	Legacy_of_the_Ancients
legend-of-hero-tonma	Legend_of_Hero_Tonma
legend-of-kage	The_Legend_of_Kage
legend-of-the-amazon-women	Legend_of_the_Amazon_Women
legionnaire	Legionnaire_(video_game)
legions-of-death	Legions_of_Death
lemmings	Lemmings_(video_game)
leprechaun	Leprechaun_(1982_video_game)
libble-rabble	Libble_Rabble
life-force	Salamander_(video_game)
light-corridor	The_Light_Corridor
lightforce	Light_Force_(video_game)
line-of-fire	Line_of_Fire_(video_game)
liquid-kids	Liquid_Kids
little-computer-people	Little_Computer_People
lock-n-chase	Lock_%27n%27_Chase
lock-on	Lock-On_(video_game)
loco_	Loco_(video_game)
loco-motion	Loco-Motion_(video_game)
lode-runner	Lode_Runner
lone-wolf-fire-on-the-water	Lone_Wolf_(gamebooks)#Video_games
lone-wolf-flight-from-the-dark	Lone_Wolf_(gamebooks)#Video_games
lone-wolf-the-mirror-of-death	Lone_Wolf_(gamebooks)#Video_games
loopz	Loopz
lords-of-chaos	Lords_of_Chaos_(video_game)
lords-of-conquest	Lords_of_Conquest
lords-of-time	Lords_of_Time
lords-of-time	Time_and_Magik
los-angeles-swat	L.A._SWAT
lost-crown-of-queen-anne	The_Lost_Crown_of_Queen_Anne
lotus-esprit-turbo-challenge	Lotus_(video_game_series)
lunar-jetman	Lunar_Jetman
lunar-leeper	Lunar_Leepers
lurking-horror	The_Lurking_Horror
macadam-bumper	Macadam_Bumper
mach-3	Mach_3_(video_game)
mad-nurse	Mad_Nurse
mad-planets	Mad_Planets
madballs	Madballs
magic-meanies	Magic_Meanies
magic-sword	Magic_Sword_(video_game)
magical-drop-ii	Magical_Drop#Magical_Drop_II_(%E3%83%9E%E3%82%B8%E3%82%AB%E3%83%AB%E3%83%89%E3%83%AD%E3%83%83%E3%83%972)
magical-drop-iii	Magical_Drop#Magical_Drop_III_(%E3%83%9E%E3%82%B8%E3%82%AB%E3%83%AB%E3%83%89%E3%83%AD%E3%83%83%E3%83%973)
magician-lord	Magician_Lord
magicland-dizzy	Magicland_Dizzy
mail-order-monsters	Mail_Order_Monsters
make-your-own-murder-party	Make_Your_Own_Murder_Party
manchester-united	Manchester_United_(video_game_series)
manic-miner	Manic_Miner
mantronix	Mantronix_(video_game)
marble-madness	Marble_Madness
mario-bros-ii	Mario_Bros._II
mario-bros	Mario_Bros.
mars-saga	Mars_Saga
marsport	Marsport
martianoids	Martianoids
marvel-land	Marvel_Land
mask-of-the-sun	The_Mask_of_the_Sun
master-of-magic-	Master_of_Magic_(1985_video_game)
master-of-the-lamps	Master_of_the_Lamps
masters-of-the-universe-super-adventure	Masters_of_the_Universe:_The_Super_Adventure
masters-of-the-universe-the-arcade-game	Masters_of_the_Universe:_The_Arcade_Game
masters-of-the-universe-the-movie	Masters_of_the_Universe:_The_Movie
match-day-ii	Match_Day_II
match-day	Match_Day
match-day	Match_Day_(video_game)
maziacs	Maziacs
mean-streets	Mean_Streets_(video_game)
mega-apocalypse	Mega_Apocalypse
mega-man-2-the-power-fighters	Mega_Man_2:_The_Power_Fighters
mega-man-the-power-battle	Mega_Man:_The_Power_Battle
megamania	Megamania
menace	Menace_(video_game)
mercenary	Mercenary_(video_game)
mercs	Mercs
mermaid-madness	Mermaid_Madness
metal-black	Metal_Black_(video_game)
metal-slug-2-super-vehicle-001ii	Metal_Slug_2
metal-slug-4	Metal_Slug_4
metal-slug-5	Metal_Slug_5
metal-slug-super-vehicle-001	Metal_Slug
metal-slug-x	Metal_Slug_2#Metal_Slug_X
metro-cross	Metro-Cross
mia-missing-in-action_	Missing_in_Action_(video_game)
miami-vice__	Miami_Vice_(video_game)
michael-jacksons-moonwalker_	Michael_Jackson%27s_Moonwalker
mickeys-space-adventure	Mickey%27s_Space_Adventure
micro-mouse-goes-de-bugging	Micro_Mouse_Goes_Debugging
microleague-action-sports-soccer	Manchester_United_(video_game_series)
microleague-action-sports-soccer	Manchester_United_Europe
microleague-baseball	MicroLeague_Baseball
midnight-resistance	Midnight_Resistance
midway-campaign	Midway_Campaign
mig-29-soviet-fighter	MiG-29:_Soviet_Fighter
might-and-magic-book-one-secret-of-the-inner-sanctum	Might_and_Magic_Book_One:_The_Secret_of_the_Inner_Sanctum
might-and-magic-ii-gates-to-another-world	Might_and_Magic_II:_Gates_to_Another_World
mighty-bombjack	Mighty_Bomb_Jack
mikie	Mikie
milk-race	Milk_Race_(video_game)
millipede	Millipede_(video_game)
mind-roll	Quedex
mindfighter	Mindfighter
mindshadow	Mindshadow_(video_game)
mindtrap	Mindtrap
mined-out	Mined-Out
miner-2049er	Miner_2049er
mini-putt	Mini-Putt
missile-command_	Missile_Command
mission-omega	Mission_Omega
mixed-up-mother-goose	Mixed-Up_Mother_Goose
modem-wars	Modem_Wars
moebius-the-orb-of-celestial-harmony	Moebius:_The_Orb_of_Celestial_Harmony
molar-maul	Molar_Maul
molecule-man	Molecule_Man_(video_game)
money-puzzle-exchanger	Money_Idol_Exchanger
monopoly_____	Monopoly_(1985_video_game)
monster-lair	Wonder_Boy_III:_Monster_Lair
monster-munch	Monster_Munch_(video_game)
monsters-in-hell	Monsters_in_Hell
montezumas-revenge	Montezuma%27s_Revenge_(video_game)
monty-is-innocent	Monty_Is_Innocent
monty-on-the-run	Monty_on_the_Run
moon-cresta	Moon_Cresta
moon-patrol	Moon_Patrol
moondust	Moondust_(video_game)
moonlight-madness	Moonlight_Madness_(video_game)
moonmist	Moonmist
moonwalker	Michael_Jackson's_Moonwalker
more-adventures-of-big-mac-the-mad-maintenance-man	Big_Mac_(video_game)
morpheus_	Morpheus_(1987_video_game)
mortal-kombat-3	Mortal_Kombat_3
mortal-kombat-ii	Mortal_Kombat_II
mortal-kombat	Mortal_Kombat_(1992_video_game)
motorace-usa	MotoRace_USA
motos	Motos
mountain-king	Mountain_King_(video_game)
mouse-trap	Mouse_Trap_(video_game)
movie	Movie_(video_game)
mr-do	Mr._Do!
mr-dos-castle	Mr._Do%27s_Castle
mr-dos-wild-ride	Mr._Do%27s_Wild_Ride
mr-robot-and-his-robot-factory	Mr._Robot_and_His_Robot_Factory
mr-wimpy-the-hamburger-game	Mr._Wimpy_(video_game)
ms-pac-man	Ms._Pac-Man
mugsy	Mugsy_(video_game)
mugsys-revenge	Mugsy's_Revenge
mule	M.U.L.E.
multi-player-soccer-manager	Multi-Player_Soccer_Manager
muncher_	The_Muncher
murder-off-miami	Murder_off_Miami
murder-on-the-mississippi	Murder_on_the_Mississippi
murder-on-the-zinderneuf	Murder_on_the_Zinderneuf
mushroom-alley	Mushroom_Alley
mutation-nation	Mutation_Nation
my-hero	My_Hero_(video_game)
my-name-is-uncle-groucho-you-win-a-fat-cigar	My_Name_Is_Uncle_Groucho,_You_Win_A_Fat_Cigar
myth-history-in-the-making	Myth:_History_in_the_Making
myth	Myth_(video_game)
mzg-procesor	M%C3%B3zgprocesor
nam-1975	NAM-1975
narc	Narc_(video_game)
nato-commander	NATO_Commander
naturix	Naturix
navy-seals_	Navy_SEALS_(video_game)
nba-hangtime	NBA_Hangtime
nba-hangtime	NBA_Hangtime#Maximum_Hangtime
nba-jam-tournament-edition	NBA_Jam_(1993_video_game)#Tournament_Edition
nba-jam	NBA_Jam_(1993_video_game)
necromancer	Necromancer_(video_game)
neo-bomberman	Neo_Bomberman
neo-turf-masters	Neo_Turf_Masters
nether-earth	Nether_Earth
netherworld	Netherworld_(video_game)
neuromancer	Neuromancer_(video_game)
new-atomic-punk-global-quest	Bomber_Man_World
new-rally-x	New_Rally-X
new-york-city	New_York_City_(video_game)
nhl-open-ice-2-on-2-challenge	2_on_2_Open_Ice_Challenge
night-driver	Night_Driver_(video_game)
night-shift	Night_Shift_(video_game)
nightmare-in-the-dark	Nightmare_in_the_Dark
nightshade__	Nightshade_(1985_video_game)
nine-princes-in-amber	Nine_Princes_in_Amber_(video_game)
ninja_	Ninja_(1986_video_game)
ninja-commando	Ninja_Commando
ninja-hamster	Ninja_Hamster
ninja-masters	Ninja_Master%27s:_Ha%C5%8D_Ninp%C5%8D_Ch%C5%8D
ninja-spirit	Ninja_Spirit
nodes-of-yesod	Nodes_of_Yesod
nonterraqueous	Nonterraqueous
nord-and-bert-couldnt-make-head-or-tail-of-it	Nord_and_Bert_Couldn%27t_Make_Head_or_Tail_of_It
norway-1985	Norway_1985
nosferatu-the-vampyre	Nosferatu_the_Vampyre_(video_game)
nostradamus	Nostradamus_(video_game)
numan-athletics	Numan_Athletics
obliterator	Obliterator
oh-mummy	Oh_Mummy
oil-barons	Oil_Barons
oils-well_	Oil%27s_Well
olli-lissa-3-the-candlelight-adventure	Olli_%26_Lissa
olli-lissa-ii-halloween	Olli_%26_Lissa
olli-lissa-the-ghost-of-shilmore-castle	Olli_%26_Lissa
omega-race	Omega_Race
one-man-and-his-droid	One_Man_and_His_Droid
one-on-one	One_on_One:_Dr._J_vs._Larry_Bird
operation-thunderbolt	Operation_Thunderbolt_(video_game)
operation-wolf	Operation_Wolf
orc-attack-you-against-the-hordes	Orc_Attack
ordyne	Ordyne
osman	Osman_(video_game)
outfoxies	The_Outfoxies
outlaws_	Outlaws_(1985_video_game)
outrun	Out_Run
pac-land	Pac-Land
pac-man	Pac-Man
pac-mania	Pac-Mania
pac-pal	Pac_&_Pal
pacific-coast-highway	Pacific_Coast_Highway_(video_game)
palamedes	Palamedes_(video_game)
panther_	Panther_(1986_video_game)
panzer-strike	Panzer_Strike
paperboy-2	Paperboy_2
paperboy	Paperboy_(video_game)
parallax	Parallax_(video_game)
park-patrol	Park_Patrol
parodius	Parodius!_From_Myth_to_Laughter
patton-vs-rommel	Patton_Versus_Rommel
pawn	The_Pawn
pedro	Pedro_(video_game)
pegasus-bridge	Pegasus_Bridge_(video_game)
penetrator	Penetrator_(video_game)
pengo	Pengo_(video_game)
pentagram	Pentagram_(video_game)
pepper-ii	Pepper_II
perry-mason-the-case-of-the-mandarin-murder	Perry_Mason:_The_Case_of_the_Mandarin_Murder
perseus-andromeda	Perseus_and_Andromeda_(video_game)
persian-gulf-inferno	Persian_Gulf_Inferno
petch	Pengo_(video_game)
peter-beardsleys-international-football	Peter_Beardsley's_International_Football
peter-beardsleys-international-football	Peter_Beardsley%27s_International_Football
peter-pack-rat	Peter_Pack_Rat
peter-shiltons-handball-maradona	Peter_Shilton's_Handball_Maradona
peter-shiltons-handball-maradona	Peter_Shilton%27s_Handball_Maradona
phantasie-ii	Phantasie_II
phantasie-iii-the-wrath-of-nikademus	Phantasie_III
phantasie	Phantasie_(video_game)
phantom-club	Phantom_Club
pharaohs-curse	Pharaoh%27s_Curse_(video_game)
phelios	Phelios
phm-pegasus	PHM_Pegasus
phoenix_	Phoenix_(video_game)
phozon	Phozon
picnic-paranoia	Picnic_Paranoia_(video_game)
pigskin-621-ad	Pigskin_621_A.D.
pimania	Pimania
ping-pong	Konami's_Ping_Pong
pipe-dream	Pipe_Mania
pirate-adventure	Pirate_Adventure
pit-fighter	Pit-Fighter
pit	The_Pit_(video_game)
pitfall-ii-lost-caverns	Pitfall_II:_Lost_Caverns
pitfall	Pitfall!
pitstop-ii	Pitstop_II
pitstop	Pitstop_(video_game)
planetfall	Planetfall
platoon	Platoon_(1987_video_game)
plot_	The_Plot_(video_game)
plotting	Plotting_(video_game)
plundered-hearts	Plundered_Hearts
pogo-joe	Pogo_Joe
point-blank	Point_Blank_(1994_video_game)
polaris	Polaris_(video_game)
pole-position-ii	Pole_Position_II
pole-position	Pole_Position
pole-position	Pole_Position_(video_game)
police-trainer-property-of-metro-police-academy	Police_Trainer
pollux	Pollux_(video_game)
poly-play	Poly_Play
pool-of-radiance	Pool_of_Radiance
pooyan	Pooyan
popeye	Popeye_(video_game)
porkys	Porky%27s_(video_game)
potty-painter-in-the-jungle	Potty_Painter
power-drift	Power_Drift
power-instinct	Power_Instinct#Power_Instinct
power	Critical_Mass_(1985_video_game)
preppie	Preppie!_(video_game)
president-elect-1988-edition	President_Elect_(video_game)
president-elect	President_Elect_(video_game)
price-of-magik	Time_and_Magik
professional-ski-simulator	Professional_Ski_Simulator
progear	Progear
project-firestart	Project_Firestart
project-space-station	Project_Space_Station
protector__	Protector_(video_game)
psi-5-trading-co	Psi-5_Trading_Company
pssst	Pssst
psycho-nics-oscar-	Psycho-Nics_Oscar
psycho-pigs-uxb	Butasan
psycho-soldier	Psycho_Soldier
pub-darts	180_(video_game)
pud-pud-in-weird-world	Pud_Pud_in_Weird_World
puffys-saga	Puffy's_Saga
puffys-saga	Puffy%27s_Saga
pulirula	PuLiRuLa
pulstar	Pulstar_(video_game)
punisher__	The_Punisher_(1993_video_game)
puszka-pandory	Puszka_Pandory
puyo-puyo_	Puyo_Puyo_(video_game)
puyo-puyo-2	Puyo_Puyo_2
puzzle-de-pon	Puzzle_De_Pon
puzzlepanic	Puzzle_Panic
puzznic	Puzznic
pyjamarama	Pyjamarama
qbert	Q*bert
qbert	Q%2Abert
qberts-qubes	Q*bert#Q*bert's_Qubes
qix	Qix
quadrax	Quadrax
quake-minus-one	Quake_Minus_One
quartet	Quartet_(video_game)
quazatron	Quazatron
quest	The_Quest_(1983_video_game)
quester	Quester
questprobe-featuring-human-torch-and-the-thing	Questprobe
questron-ii	Questron_(video_game)
questron	Questron_(video_game)
quo-vadis	Quo_Vadis_(video_game)
r-type-ii	R-Type_II
r-type-leo	R-Type_Leo
r-type	R-Type
racing-destruction-set	Racing_Destruction_Set
rad-warrior	The_Sacred_Armour_of_Antiriad
radar-rat-race	Radar_Rat_Race
ragnagard	Ragnagard
rags-to-riches	Rags_to_Riches_(video_game)
raid-on-bungeling-bay	Raid_on_Bungeling_Bay
raid-over-moscow	Raid_over_Moscow
raiden-dx	Raiden_DX
raiden-ii	Raiden_II
raiden	Raiden_(video_game)
rainbow-islands	Rainbow_Islands:_The_Story_of_Bubble_Bobble_2
rainbow-walker	Rainbow_Walker
rambo-first-blood-part-ii__	Rambo_(1985_video_game)
rambo-iii___	Rambo_III_(video_game)
rambo-iii	Rambo_III_(video_game)
rampage-world-tour	Rampage_World_Tour
rampage	Rampage_(video_game)
rampart	Rampart_(video_game)
rastan	Rastan_(video_game)
raster-blaster	Raster_Blaster
rasterscan	Rasterscan
rdf-1985	RDF_1985
reach-for-the-stars-the-conquest-of-the-galaxy	Reach_for_the_Stars_(video_game)
real-bout-fatal-fury-2-the-newcomers	Real_Bout_Fatal_Fury_2:_The_Newcomers
real-bout-fatal-fury-special	Real_Bout_Fatal_Fury_Special
real-bout-fatal-fury	Real_Bout_Fatal_Fury
realsports-football	RealSports_Football
rebel-planet	Rebel_Planet_(video_game)
rebelstar-ii-alien-encounter	Rebelstar_II
rebelstar-raiders	Rebelstar_Raiders
rebelstar	Rebelstar_(video_game)
red-moon	Time_and_Magik
relief-pitcher	Relief_Pitcher_(video_game)
rendezvous-with-rama	Rendezvous_with_Rama_(video_game)
renegade-iii-the-final-chapter	Renegade_III:_The_Final_Chapter
renegade	Renegade_(video_game)
repton-mania	Repton_(video_game)
repton	Repton_(1983_video_game)
repulsar	Repulsar
rescue_	Rescue_(video_game)
rescue-on-fractalus	Rescue_on_Fractalus!
return-of-ishtar	The_Return_of_Ishtar
return-to-eden	Silicon_Dreams
revenge-of-the-mutant-camels	Revenge_of_the_Mutant_Camels
revolution_	Revolution_(video_game)
revolution-x	Revolution_X
revs	Revs_(video_game)
rex	Rex_(video_game)
richard-pettys-talladega	Richard_Petty%27s_Talladega
rick-dangerous	Rick_Dangerous
rick-daviss-world-trophy-soccer	World_Cup_Soccer:_Italia_%2790
rigels-revenge	Rigel's_Revenge
rigels-revenge	Rigel%27s_Revenge
ring-king_	Ring_King
rings-of-medusa	Rings_of_Medusa
riot-city	Riot_City
river-raid	River_Raid
river-rescue-racing-against-time	River_Rescue
road-fighter	Road_Fighter
road-runner	Road_Runner_(video_game)
roadwar-2000	Roadwar_2000
roadwar-europa	Roadwar_2000
roadwars	Roadwars
robbo	Robbo_(video_game)
robin-of-sherlock	Robin_of_Sherlock
robin-of-the-wood	Robin_of_the_Wood
robocop-2______	List_of_RoboCop_video_games#RoboCop_2
robocop-3__	RoboCop_3_(video_game)
robotron-2084	Robotron:_2084
rock-n-bolt	Rock_n%27_Bolt
rock-olas-nibbler	Nibbler_(video_game)
rock-star-ate-my-hamster	Rock_Star_Ate_My_Hamster
rocket-ranger	Rocket_Ranger
rockford-the-arcade-game	Rockford_(video_game)
rocky-horror-show	The_Rocky_Horror_Show_(video_game)
rodland	Rod_Land
rogue-trooper__	Rogue_Trooper_video_games
rogue	Rogue_(video_game)
rollaround	Rollaround
roller-coaster	Roller_Coaster_(video_game)
rolling-thunder-2	Rolling_Thunder_2
rolling-thunder	Rolling_Thunder_(video_game)
rommels-revenge	Rommel's_Revenge
rompers	Rompers_(video_game)
roy-of-the-rovers	Roy_of_the_Rovers
rubicon-alliance	Starfox
rupert-and-the-ice-castle	Rupert_and_the_Ice_Castle
rupert-and-the-toymakers-party	Rupert_and_the_Toymaker's_Party
rushn-attack	Rush%27n_Attack
rygar_	Rygar
saboten-bombers	Saboten_Bombers
saboteur-ii	Saboteur_II:_Avenging_Angel
saboteur	Saboteur_(1985_video_game)
sabre-wulf	Sabre_Wulf
saga-of-erik-the-viking	Erik_the_Viking_(video_game)
salmon-run	Salmon_Run_(video_game)
samantha-fox-strip-poker	Samantha_Fox_Strip_Poker
sammy-lightfoot	Sammy_Lightfoot
samurai-shodown-ii	Samurai_Shodown_II
samurai-shodown-iii-blades-of-blood	Samurai_Shodown_III
samurai-shodown-iv-amakusas-revenge	Samurai_Shodown_IV
samurai-shodown	Samurai_Shodown_(video_game)
samurai-warrior-the-battles-of-usagi-yojimbo	Samurai_Warrior:_The_Battles_of_Usagi_Yojimbo
sanxion	Sanxion
sarge	Sarge_(video_game)
sargon-iii	Sargon_(chess)
satans-hollow	Satan%27s_Hollow
saturday-night-slam-masters	Saturday_Night_Slam_Masters
saucer-attack	Saucer_Attack
savage-pond	Savage_Pond
savage-reign	Savage_Reign
savage	Savage_(video_game)
save-new-york	Save_New_York
scapeghost	Scapeghost
schmeiser-robo	Schmeiser_Robo
sci-special-criminal-investigation	Special_Criminal_Investigation
scooby-doo	Scooby-Doo_(video_game)
scott-adams-graphic-adventure-1-adventureland	Adventureland_(video_game)
scott-adams-graphic-adventure-4-voodoo-castle	Voodoo_Castle
scott-adams-graphic-adventure-6-strange-odyssey	Strange_Odyssey
scramble-spirits	Scramble_Spirits
sea-dragon	Sea_Dragon_(video_game)
seabase-delta	Seabase_Delta
seastalker	Seastalker
secret-of-the-silver-blades	Secret_of_the_Silver_Blades
sengoku-2	Sengoku_2_(1993_video_game)
sengoku	Sengoku_(1991_video_game)
